what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.server.ui,1.0.303.v200805140145,org.eclipse.jst.server.ui,1225590123021
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1225590123107
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225590123946
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225590124206
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1225590126626
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1225590129096
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1225590129172
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1225590138066
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1225590142428
opened,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1225590142987
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225590143351
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225590143591
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1225590144880
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225590145455
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225590145691
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1225590196055
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1225590197291
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1225590200136
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225590201295
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225590201534
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1225590204685
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225590205551
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225590205793
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1225590207495
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225590208199
